statements,undef_definition,alias_definition,require_definition,BEGIN_statement,END_statement,Expression,return_expression,yield_expression,iterator,block_var,block_vars,statement_modifier,modifier,rescue_statement,ensure_statement,return_statement,primary,reference,yield_statement,if_statement,unless_statement,while_statement,until_statement,case_statement,for_statement,class_definition,module_definition,method_definition,command,class_inheritance,literal,string_literal,numeric_literal,symbol_literal,array_literal,regular_expression,command_output,here_document,variable,identifier,varname,global_id,instance_id,operation,function_call,paren_call_args,call_args,binary_op,unary_op,Include statement,Respond To statement,Method Missing statement,Define Method statement,Attr Reader statement,Attr Writer statement,Attr Accessor statement,Instance Variable Get statement,Instance Variable Set statement,Class Variable Get statement,Class Variable Set statement,Const Get statement,Const Set statement,Eval statement,Class Eval statement,Module Eval statement,Instance Eval statement,Instance Exec statement,Send statement
8,0,0,0,0,0,19,0,0,7,0,0,0,0,0,0,0,24,33,0,0,0,0,0,0,0,0,0,0,19,0,19,6,0,13,0,0,0,0,13,46,13,0,0,33,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,24,0,0,5,0,0,2,2,0,0,0,28,45,0,0,0,0,0,0,0,0,0,0,13,0,8,5,0,3,0,0,0,0,38,35,38,0,24,21,5,5,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,2,1,0,0,27,0,0,2,8,2,0,0,0,0,0,41,42,0,2,0,0,0,0,0,2,1,3,11,0,3,2,0,1,0,1,0,0,43,62,38,0,4,22,4,3,9,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,4,0,0,47,0,0,2,3,2,2,2,1,0,0,73,80,0,1,0,0,0,0,0,1,0,9,19,0,24,20,2,5,2,0,0,1,51,94,49,0,3,39,7,7,23,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,14,40,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,3,0,0,0,0,33,43,25,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,1,0,0,80,0,0,20,1,1,0,0,0,0,0,122,167,0,0,0,0,0,0,0,0,0,0,37,0,43,14,30,0,1,0,0,0,105,137,88,0,0,50,13,12,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,51,0,0,18,0,0,1,1,0,0,0,58,103,0,0,0,0,0,0,0,0,0,1,39,0,31,23,0,8,0,0,0,0,50,88,49,0,25,65,17,11,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,14,0,0,0,0,0,1,1,0,0,0,24,32,0,0,0,1,0,0,0,0,0,0,2,0,7,5,3,0,0,0,0,0,27,32,27,0,0,5,4,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,0,0,12,0,0,4,0,0,0,0,0,0,0,22,29,0,0,0,0,0,0,0,0,0,0,7,0,14,13,0,2,1,0,0,0,15,19,15,0,4,9,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
