statements,undef_definition,alias_definition,require_definition,BEGIN_statement,END_statement,Expression,return_expression,yield_expression,iterator,block_var,block_vars,statement_modifier,modifier,rescue_statement,ensure_statement,return_statement,primary,reference,yield_statement,if_statement,unless_statement,while_statement,until_statement,case_statement,for_statement,class_definition,module_definition,method_definition,command,class_inheritance,literal,string_literal,numeric_literal,symbol_literal,array_literal,regular_expression,command_output,here_document,variable,identifier,varname,global_id,instance_id,operation,function_call,paren_call_args,call_args,binary_op,unary_op,Include statement,Respond To statement,Method Missing statement,Define Method statement,Attr Reader statement,Attr Writer statement,Attr Accessor statement,Instance Variable Get statement,Instance Variable Set statement,Class Variable Get statement,Class Variable Set statement,Const Get statement,Const Set statement,Eval statement,Class Eval statement,Module Eval statement,Instance Eval statement,Instance Exec statement,Send statement
24,0,0,1,0,0,35,0,0,13,0,0,0,0,0,0,0,63,82,0,0,0,0,0,0,0,0,0,0,34,0,26,10,0,17,1,0,0,0,31,91,29,0,0,64,13,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,41,0,0,1,2,1,1,1,1,0,0,43,58,0,1,0,0,0,1,0,1,0,5,28,0,15,12,0,3,0,0,0,0,37,74,35,0,1,39,3,3,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,16,0,0,0,0,0,0,0,1,0,1,2,1,8,0,1,7,0,0,0,0,6,17,4,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,2,0,0,0,0,8,14,8,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,0,0,1,0,0,691,0,0,203,5,5,0,0,0,0,0,1040,1439,0,0,0,0,0,0,0,0,0,0,691,0,489,298,42,150,18,0,0,0,634,1543,590,0,0,1017,176,173,705,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,10,0,0,0,0,0,1,1,1,0,0,25,35,0,0,0,0,0,0,0,1,0,1,3,0,4,1,1,2,0,0,0,0,29,41,27,0,0,11,5,5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,0,0,1,0,0,398,0,0,195,0,0,0,0,0,0,0,498,578,0,0,0,0,0,0,0,0,0,0,301,0,312,213,0,84,1,16,0,0,156,567,144,0,0,425,40,40,319,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,20,27,0,1,0,0,0,0,0,1,0,2,3,1,2,2,0,0,0,0,0,0,24,35,23,0,1,10,5,5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,2,0,2,4,2,9,3,1,3,0,2,0,0,14,28,12,0,0,12,3,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,47,50,0,1,0,0,0,0,0,1,1,6,14,1,19,2,0,17,1,0,0,0,25,57,25,0,9,43,6,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,5,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,1,0,2,4,1,7,2,1,4,0,0,0,0,2,15,2,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,1,0,0,34,0,0,13,2,2,0,0,0,0,0,35,48,0,0,0,0,0,0,0,0,0,0,29,0,14,9,0,6,2,0,0,0,22,58,23,0,1,36,2,2,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
